id,x,y
IMG4484_2,64.41932192,-65.91728035
IMG4485_3,8.819321918,41.58271965
IMG4486_2,4.219321919,24.08271965
IMG4487_4,67.21932192,-29.01728035
IMG4488_4,39.51932192,9.18271965
IMG4489_5,43.61932192,-53.11728035
IMG4490_1,6.619321918,38.38271965
IMG4491_3,-5.580678082,23.08271965
IMG4492_4,41.41932192,6.48271965
IMG4493_3,2.119321918,-66.91728035
IMG4494_5,7.819321918,-63.61728035
IMG4495_2,86.71932192,-24.31728035
IMG4496_5,-134.4806781,65.48271965
IMG4497_1,-109.0806781,85.28271965
IMG4498_3,34.31932192,-23.01728035
IMG4499_3,74.71932192,-12.51728035
IMG4500_3,0.819321919,-73.31728035
IMG4501_5,5.119321918,-68.31728035
IMG4502_2,59.71932192,-18.91728035
IMG4503_3,-1.680678082,-53.01728035
IMG4504_3,66.51932192,-44.01728035
IMG4505_4,27.71932192,-69.61728035
IMG4506_4,17.01932192,-64.91728035
IMG4507_3,38.01932192,2.98271965
IMG4508_2,10.11932192,-65.91728035
IMG4509_2,22.01932192,-71.71728035
IMG4510_5,7.619321919,-54.31728035
IMG4511_3,23.71932192,0.18271965
IMG4512_2,9.519321918,23.88271965
IMG4513_1,-11.18067808,35.88271965
IMG4514_2,73.61932192,-36.11728035
IMG4515_1,17.01932192,-64.91728035
IMG4516_2,9.719321919,39.08271965
IMG4517_2,3.719321919,24.68271965
IMG4518_2,4.219321919,24.08271965
IMG4519_5,58.81932192,-69.61728035
IMG4520_5,-126.1806781,95.68271965
IMG4521_2,56.71932192,-13.31728035
IMG4522_4,46.41932192,-65.21728035
IMG4523_2,-56.88067808,35.28271965
IMG4524_2,17.01932192,-64.91728035
IMG4525_3,22.21932192,-68.21728035
IMG4526_5,21.21932192,-70.11728035
IMG4527_3,45.61932192,-0.71728035
IMG4528_4,45.01932192,-51.51728035
IMG4529_2,55.21932192,-47.01728035
IMG4530_3,13.81932192,-75.51728035
IMG4531_1,9.519321918,23.88271965
IMG4533_3,38.11932192,-27.21728035
IMG4534_5,38.01932192,2.98271965
IMG4535_3,7.419321918,9.28271965
IMG4536_5,9.419321918,-66.61728035
IMG4537_2,47.41932192,-53.71728035
IMG4538_4,26.51932192,-68.11728035
IMG4539_1,41.01932192,7.88271965
IMG4540_3,9.319321919,-57.41728035
IMG4541_3,2.519321919,-61.11728035
IMG4542_1,13.41932192,-71.11728035
IMG4543_1,-31.28067808,38.98271965
IMG4544_3,16.91932192,-71.01728035
IMG4545_5,53.71932192,-62.91728035
IMG4546_1,36.41932192,-23.61728035
IMG4547_5,53.21932192,-52.91728035
IMG4548_5,17.01932192,-64.91728035
IMG4549_1,53.81932192,-47.21728035
IMG4550_4,-85.98067808,115.7827197
IMG4551_4,-90.88067808,13.38271965
IMG4552_2,30.11932192,-77.01728035
IMG4553_1,50.41932192,-48.71728035
IMG4554_5,41.31932192,9.68271965
IMG4555_5,86.71932192,-24.31728035
IMG4556_3,16.11932192,9.48271965
IMG4557_2,51.81932192,-66.71728035
IMG4558_2,31.01932192,-76.41728035
IMG4559_4,-10.48067808,27.78271965
IMG4560_2,37.21932192,-24.41728035
IMG4561_4,43.61932192,8.08271965
IMG4562_5,46.31932192,6.18271965
IMG4563_1,-131.3806781,108.5827196
IMG4564_5,-58.38067808,39.08271965
IMG4565_4,17.01932192,-64.91728035
IMG4566_3,49.61932192,1.08271965
IMG4567_1,-111.6806781,114.3827197
IMG4568_2,31.71932192,-23.31728035
IMG4569_3,50.31932192,-68.01728035
IMG4570_1,42.41932192,-12.71728035
IMG4571_4,-98.88067808,41.38271965
IMG4572_1,-14.08067808,38.68271965
IMG4573_5,42.71932192,-54.21728035
IMG4574_2,47.71932192,-15.41728035
IMG4575_1,72.81932192,-32.41728035
IMG4576_2,78.41932192,-41.81728035
IMG4577_3,65.11932192,-58.51728035
IMG4578_3,10.91932192,37.38271965
IMG4579_4,56.01932192,-16.71728035
IMG4580_1,-49.68067808,18.48271965
IMG4581_2,19.01932192,-76.41728035
IMG4582_5,-17.68067808,19.08271965
IMG4583_1,-65.28067808,42.08271965
IMG4584_2,59.51932192,-59.11728035
IMG4585_5,-51.78067808,38.78271965
IMG4586_3,10.11932192,17.08271965
IMG4587_4,9.619321918,24.78271965
IMG4588_4,9.519321918,-56.11728035
IMG4589_3,13.41932192,-71.11728035
IMG4590_1,19.71932192,-67.51728035
IMG4591_1,12.91932192,29.68271965
IMG4592_5,29.71932192,-2.11728035
IMG4593_4,13.11932192,-59.41728035
IMG4594_4,19.01932192,-76.41728035
IMG4595_1,43.71932192,-52.31728035
IMG4596_4,-11.18067808,35.88271965
IMG4597_4,16.91932192,13.68271965
IMG4598_3,-63.48067808,80.18271965
IMG4599_1,32.21932192,-74.21728035
IMG4600_5,81.91932192,-27.61728035
IMG4601_1,58.71932192,-12.61728035
IMG4602_4,44.21932192,12.78271965
IMG4603_2,2.519321919,-61.11728035
IMG4604_5,60.41932192,-55.11728035
IMG4605_2,-118.4806781,91.98271965
IMG4606_3,41.31932192,9.68271965
IMG4607_2,51.81932192,-66.71728035
IMG4608_5,42.91932192,1.28271965
IMG4609_3,2.519321919,-61.11728035
IMG4610_1,-36.68067808,45.68271965
IMG4611_5,-35.58067808,45.38271965
IMG4612_3,7.619321919,-54.31728035
IMG4613_3,44.91932192,11.88271965
IMG4614_4,-32.78067808,47.18271965
IMG4615_1,56.71932192,-50.81728035
IMG4616_5,-47.28067808,48.28271965
IMG4617_2,3.919321918,-64.71728035
IMG4618_5,15.61932192,-68.01728035
IMG4619_5,32.01932192,-26.71728035
IMG4620_1,42.41932192,-12.71728035
IMG4621_1,6.619321918,38.38271965
IMG4622_1,-26.18067808,8.98271965
IMG4623_2,31.81932192,4.78271965
IMG4624_4,45.11932192,-11.21728035
IMG4625_2,-158.3806781,19.78271965
IMG4626_3,49.91932192,6.38271965
IMG4627_3,-82.98067808,112.8827196
IMG4628_2,11.21932192,-57.31728035
IMG4629_3,-100.3806781,24.18271965
IMG4630_1,17.01932192,-64.91728035
IMG4631_2,78.51932192,-24.61728035
IMG4632_2,40.51932192,5.18271965
IMG4633_3,-10.18067808,-25.01728035
IMG4634_3,-11.78067808,27.48271965
IMG4635_3,-5.380678081,-57.31728035
IMG4636_3,88.61932192,-28.81728035
IMG4637_1,74.71932192,-12.51728035
IMG4638_3,53.61932192,-52.71728035
IMG4639_2,-103.3806781,39.38271965
IMG4640_2,59.71932192,-18.91728035
IMG4641_2,65.31932192,-32.51728035
IMG4642_4,59.41932192,-13.41728035
IMG4643_2,-103.4806781,20.58271965
IMG4644_5,43.51932192,12.48271965
IMG4645_4,28.21932192,-12.31728035
IMG4646_2,52.61932192,-13.61728035
IMG4648_2,42.71932192,-19.51728035
IMG4649_1,58.71932192,-56.71728035
IMG4650_4,44.31932192,-51.61728035
IMG4651_3,9.719321919,36.98271965
IMG4652_1,28.11932192,-73.01728035
IMG4653_3,6.619321918,38.38271965
IMG4654_4,18.81932192,20.58271965
IMG4655_3,12.91932192,29.68271965
IMG4656_2,71.31932192,-31.61728035
IMG4657_5,33.51932192,-22.01728035
IMG4658_4,60.41932192,-68.31728035
IMG4659_2,43.41932192,-52.21728035
IMG4660_5,42.41932192,-12.71728035
IMG4661_3,-49.08067808,9.18271965
IMG4662_2,15.61932192,28.78271965
IMG4663_2,44.71932192,9.78271965
IMG4664_3,53.61932192,-52.71728035
IMG4665_4,13.41932192,-71.11728035
IMG4666_2,56.11932192,-70.21728035
IMG4667_1,54.41932192,3.28271965
IMG4668_4,32.91932192,-27.81728035
IMG4669_2,27.61932192,-72.11728035
IMG4670_3,17.01932192,-64.91728035
IMG4671_4,-0.780678081,-71.41728035
IMG4672_2,82.21932192,-19.21728035
IMG4673_1,-109.0806781,85.28271965
IMG4674_3,56.61932192,-47.61728035
IMG4675_2,-2.080678081,-71.81728035
IMG4676_2,32.61932192,-23.21728035
IMG4677_2,17.01932192,-64.91728035
IMG4678_1,-47.18067808,54.38271965
IMG4679_2,37.11932192,2.48271965
IMG4680_1,-19.58067808,32.08271965
IMG4681_4,44.21932192,0.98271965
IMG4682_2,9.719321919,39.08271965
IMG4683_4,56.01932192,-16.71728035
IMG4684_1,1.819321919,-72.11728035
IMG4685_2,17.01932192,-64.91728035
IMG4686_1,64.11932192,-63.51728035
IMG4687_3,19.01932192,-76.41728035
IMG4688_2,-121.6806781,108.6827196
IMG4689_4,2.519321919,26.58271965
IMG4690_3,0.819321919,-73.31728035
IMG4691_2,-4.780678081,26.18271965
IMG4692_1,4.219321919,24.08271965
IMG4693_5,-144.2806781,7.382719649
IMG4694_2,64.61932192,-27.11728035
IMG4695_1,35.61932192,-22.31728035
IMG4696_1,17.01932192,-64.91728035
IMG4697_2,56.81932192,-10.21728035
IMG4699_1,29.71932192,-2.11728035
IMG4700_5,5.119321918,-68.31728035
IMG4701_4,-2.680678081,-66.21728035
IMG4702_4,19.01932192,-76.41728035
IMG4703_1,24.61932192,-76.41728035
IMG4704_3,38.01932192,2.98271965
IMG4705_4,82.21932192,-19.21728035
IMG4706_5,55.01932192,-48.01728035
IMG4707_2,9.419321918,-66.61728035
IMG4708_1,67.41932192,-63.01728035
IMG4709_5,18.81932192,20.58271965
IMG4710_3,57.11932192,-48.71728035
IMG4711_4,15.61932192,-68.01728035
IMG4712_3,24.31932192,-66.81728035
IMG4713_3,8.419321918,18.88271965
IMG4714_3,-2.380678082,-61.71728035
IMG4715_2,55.11932192,-68.61728035
IMG4716_1,19.01932192,-76.41728035
IMG4717_4,48.81932192,10.38271965
IMG4718_2,52.71932192,-1.21728035
IMG4719_5,39.81932192,4.18271965
IMG4720_1,41.81932192,-53.21728035
IMG4721_3,3.519321919,-68.71728035
IMG4722_2,28.21932192,-12.31728035
IMG4723_1,55.71932192,-54.61728035
IMG4724_3,81.91932192,-27.61728035
IMG4725_1,46.71932192,-65.71728035
IMG4726_2,29.51932192,-11.21728035
IMG4727_4,-87.68067808,125.3827196
IMG4728_1,59.01932192,-17.91728035
IMG4729_4,39.31932192,-25.81728035
IMG4730_3,52.41932192,-2.21728035
IMG4731_2,61.51932192,-60.51728035
IMG4732_3,17.01932192,-64.91728035
IMG4733_4,32.71932192,2.48271965
IMG4734_5,16.01932192,26.38271965
IMG4735_3,69.01932192,-34.71728035
IMG4736_2,-0.780678081,-71.41728035
IMG4737_5,23.01932192,-76.41728035
IMG4738_2,38.01932192,2.98271965
IMG4739_3,19.41932192,-65.21728035
IMG4740_1,71.21932192,-33.91728035
IMG4741_4,0.219321919,36.98271965
IMG4742_4,58.71932192,-56.71728035
IMG4743_5,-156.6806781,11.38271965
IMG4745_1,-54.08067808,59.58271965
IMG4746_2,-49.68067808,18.48271965
IMG4747_2,22.11932192,-70.61728035
IMG4748_4,76.11932192,-36.81728035
IMG4749_1,4.519321918,-70.71728035
IMG4750_3,17.51932192,10.48271965
IMG4751_2,38.01932192,2.98271965
IMG4752_4,64.41932192,-65.91728035
IMG4753_2,48.31932192,-19.41728035
IMG4754_4,-65.28067808,42.08271965
IMG4755_2,55.71932192,-54.61728035
IMG4756_2,43.41932192,-52.21728035
IMG4757_3,56.11932192,-51.11728035
IMG4758_5,22.71932192,-74.01728035
IMG4759_5,86.71932192,-24.31728035
IMG4760_2,78.51932192,-24.61728035
IMG4761_3,-30.28067808,48.88271965
IMG4762_1,7.219321918,36.78271965
IMG4763_4,1.819321919,-72.11728035
IMG4764_4,50.51932192,-17.51728035
IMG4765_5,41.51932192,-20.51728035
IMG4766_4,42.41932192,4.08271965
IMG4767_5,63.21932192,-61.01728035
IMG4768_2,-141.0806781,62.28271965
IMG4769_1,59.01932192,-17.91728035
IMG4770_1,64.41932192,-65.91728035
IMG4771_4,7.819321918,-63.61728035
IMG4772_3,31.71932192,-23.31728035
IMG4773_1,-38.28067808,44.28271965
IMG4774_2,66.31932192,-44.51728035
IMG4775_2,-2.180678082,-69.91728035
IMG4776_4,59.41932192,-13.41728035
IMG4777_2,19.11932192,-60.91728035
IMG4778_1,5.519321918,22.68271965
IMG4779_3,56.71932192,-50.81728035
IMG4780_1,-97.08067808,33.78271965
IMG4781_1,54.81932192,-46.11728035
IMG4782_2,-7.780678082,24.58271965
IMG4783_2,12.21932192,37.08271965
IMG4784_1,33.01932192,-26.91728035
IMG4785_2,18.51932192,10.98271965
IMG4786_5,38.01932192,2.98271965
IMG4787_4,-135.8806781,100.1827196
IMG4788_2,70.81932192,-28.41728035
IMG4789_2,62.21932192,-56.11728035
IMG4790_4,69.21932192,-63.21728035
IMG4791_5,38.01932192,2.98271965
IMG4792_3,47.71932192,-15.41728035
IMG4793_1,2.419321919,29.58271965
IMG4794_4,46.31932192,6.18271965
IMG4795_2,35.91932192,1.68271965
IMG4796_5,59.01932192,-17.91728035
IMG4797_4,16.31932192,-64.91728035
IMG4798_1,51.81932192,-0.11728035
IMG4799_1,-97.68067808,96.08271965
IMG4800_3,28.21932192,-12.31728035
IMG4801_2,56.71932192,-50.81728035
IMG4802_3,17.01932192,-64.91728035
IMG4803_5,46.31932192,6.18271965
IMG4804_2,44.21932192,5.982719649
IMG4807_5,-52.38067808,2.98271965
IMG4808_2,52.31932192,-47.51728035
IMG4809_3,-14.98067808,-2.717280351
IMG4810_1,22.51932192,-69.21728035
IMG4811_3,11.51932192,-5.817280351
IMG4812_4,10.01932192,-58.01728035
IMG4813_3,64.11932192,-60.41728035
IMG4814_1,68.41932192,-32.91728035
IMG4815_5,-154.4806781,16.58271965
IMG4816_2,52.71932192,2.78271965
IMG4817_5,6.419321919,22.18271965
IMG4818_2,59.31932192,-62.81728035
IMG4819_1,17.01932192,-64.91728035
IMG4820_4,79.61932192,-38.01728035
IMG4821_1,62.31932192,-22.01728035
IMG4822_2,46.91932192,-51.51728035
IMG4823_2,43.31932192,-19.51728035
IMG4825_4,-5.080678082,-27.01728035
IMG4826_3,5.119321918,-68.31728035
IMG4828_4,48.31932192,-16.41728035
IMG4829_4,10.01932192,-58.01728035
IMG4830_4,45.01932192,7.48271965
IMG4831_1,18.51932192,24.78271965
IMG4832_4,-5.680678082,24.98271965
IMG4833_5,18.81932192,20.58271965
IMG4834_3,46.91932192,4.38271965
IMG4835_2,26.91932192,-78.61728035
IMG4836_4,10.01932192,-65.21728035
IMG4837_2,-5.680678082,28.38271965
IMG4838_2,-3.880678082,34.08271965
IMG4839_2,52.61932192,-68.01728035
IMG4840_2,69.01932192,-34.71728035
IMG4841_4,47.71932192,-15.41728035
IMG4842_5,51.71932192,-13.91728035
IMG4843_1,10.31932192,34.38271965
IMG4844_4,40.71932192,10.28271965
IMG4845_5,-126.1806781,95.68271965
IMG4846_5,52.81932192,-13.51728035
IMG4847_3,-154.4806781,16.58271965
IMG4848_2,63.51932192,-55.41728035
IMG4849_4,17.01932192,-64.91728035
IMG4850_1,51.91932192,-48.91728035
IMG4851_4,7.119321918,20.68271965
IMG4852_1,46.21932192,-17.21728035
IMG4853_4,3.019321919,25.58271965
IMG4854_1,18.01932192,13.48271965
IMG4855_4,16.31932192,-64.91728035
IMG4856_5,-78.28067808,139.3827196
IMG4857_4,46.91932192,-21.01728035
IMG4858_3,-74.98067808,127.0827196
IMG4859_1,31.21932192,2.98271965
IMG4860_5,-124.6806781,93.88271965
IMG4861_4,47.81932192,3.28271965
IMG4862_3,34.31932192,-23.01728035
IMG4863_2,9.319321919,-57.41728035
IMG4864_5,3.719321919,24.68271965
IMG4865_2,-5.580678082,23.08271965
IMG4866_3,-5.580678082,21.18271965
IMG4867_5,-58.78067808,34.68271965
IMG4868_3,13.81932192,-75.51728035
IMG4869_5,6.019321918,22.08271965
IMG4870_4,11.61932192,34.98271965
IMG4871_1,11.51932192,15.88271965
IMG4872_1,13.11932192,-59.41728035
IMG4873_5,-82.08067808,62.48271965
IMG4875_3,34.31932192,-23.01728035
IMG4876_3,55.11932192,-68.61728035
IMG4877_5,38.01932192,2.98271965
IMG4878_1,12.71932192,-43.01728035
IMG4879_5,48.31932192,-19.41728035
IMG4880_1,-1.680678082,38.38271965
IMG4882_5,-22.68067808,28.38271965
IMG4883_2,63.11932192,-26.71728035
IMG4884_1,39.51932192,4.48271965
IMG4885_5,48.71932192,-16.11728035
IMG4886_1,51.81932192,-66.71728035
IMG4887_3,28.61932192,-71.81728035
IMG4888_3,17.01932192,-64.91728035
IMG4889_5,15.61932192,-68.01728035
IMG4890_1,-11.18067808,-23.11728035
IMG4891_5,44.21932192,12.78271965
IMG4892_3,38.21932192,3.98271965
IMG4893_2,19.01932192,-76.41728035
IMG4894_1,44.11932192,7.48271965
IMG4895_5,71.31932192,-31.61728035
IMG4896_1,51.91932192,1.68271965
IMG4897_1,10.41932192,-59.11728035
IMG4898_5,17.01932192,-64.91728035
IMG4899_3,38.61932192,2.28271965
IMG4900_4,63.81932192,-49.51728035
IMG4901_5,9.719321919,36.98271965
IMG4902_2,-11.18067808,35.88271965
IMG4903_2,-117.6806781,45.78271965
IMG4904_4,15.61932192,-68.01728035
IMG4905_2,59.31932192,-62.81728035
IMG4906_3,61.21932192,-68.01728035
IMG4907_3,-38.18067808,64.58271965
IMG4908_3,42.41932192,-12.71728035
IMG4909_5,69.01932192,-34.71728035
IMG4910_2,68.01932192,-63.61728035
IMG4911_5,19.01932192,-76.41728035
IMG4912_5,64.11932192,-63.51728035
IMG4913_3,63.91932192,-61.51728035
IMG4914_5,8.819321918,-68.51728035
IMG4915_2,41.31932192,9.68271965
IMG4916_3,-120.9806781,100.3827196
IMG4917_3,35.81932192,5.48271965
IMG4918_3,40.41932192,9.68271965
IMG4919_4,47.21932192,11.28271965
IMG4920_4,3.719321919,24.68271965
IMG4921_1,56.71932192,-16.91728035
IMG4922_4,18.01932192,13.48271965
IMG4923_2,20.51932192,-75.51728035
IMG4924_4,44.21932192,12.78271965
IMG4925_5,-34.48067808,45.98271965
IMG4926_5,29.81932192,1.482719649
IMG4927_1,4.519321918,-70.71728035
IMG4928_3,75.01932192,-47.61728035
IMG4929_5,9.319321919,-57.41728035
IMG4930_4,10.91932192,37.38271965
IMG4931_3,19.01932192,-76.41728035
IMG4932_2,-127.7806781,104.9827196
IMG4933_3,4.519321918,-70.71728035
IMG4934_5,47.71932192,-15.41728035
IMG4935_4,13.91932192,28.38271965
IMG4936_5,-0.780678081,-71.41728035
IMG4937_5,58.11932192,-50.71728035
IMG4938_5,59.71932192,-18.91728035
IMG4939_1,38.01932192,2.98271965
IMG4940_5,-126.8806781,115.2827196
IMG4941_1,-4.180678081,-19.01728035
IMG4942_4,15.61932192,-68.01728035
IMG4943_3,0.019321918,35.28271965
IMG4944_1,-127.7806781,97.48271965
IMG4945_5,-83.38067808,57.98271965
IMG4947_3,15.61932192,-68.01728035
IMG4948_4,70.01932192,-27.51728035
IMG4949_2,47.21932192,11.28271965
IMG4950_2,-53.18067808,32.48271965
IMG4952_5,11.81932192,-67.21728035
IMG4954_5,-8.980678082,35.48271965
IMG4955_2,63.11932192,-26.71728035
IMG4956_4,55.41932192,-50.81728035
IMG4957_5,0.819321919,-73.31728035
IMG4958_2,14.81932192,32.78271965
IMG4959_1,-36.68067808,45.68271965
IMG4960_2,17.01932192,-64.91728035
IMG4961_4,44.21932192,12.78271965
IMG4962_4,40.41932192,-21.01728035
IMG4963_3,7.819321918,-63.61728035
IMG4964_3,42.51932192,-12.01728035
IMG4965_1,41.41932192,6.48271965
IMG4966_3,75.61932192,-26.41728035
IMG4967_5,5.819321919,39.08271965
IMG4968_4,-11.18067808,-23.11728035
IMG4969_4,-119.3806781,18.98271965
IMG4970_5,41.41932192,6.48271965
IMG4971_5,55.21932192,-47.01728035
IMG4972_4,44.81932192,13.18271965
IMG4973_1,59.41932192,-13.41728035
IMG4974_2,-3.680678081,-14.21728035
IMG4975_3,26.11932192,-77.51728035
IMG4976_1,55.61932192,-64.71728035
IMG4977_3,-1.080678082,33.88271965
IMG4978_2,35.81932192,5.48271965
IMG4979_4,17.01932192,-64.91728035
